GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
oscar-cp,oscar.cp.examples.hakank,NurseRosteringRegular2.,668,0,2,0,53,0,38,0,37,0
oscar-cp,oscar.cp.examples.hakank,YoungTableaux,39,0,0,0,0,0,12,0,12,0
oscar-cp,oscar.cp.examples.hakank,BuildingAHouseScheduling.,10,0,0,0,1,0,2,0,2,0
oscar-cp,oscar.cp.examples.hakank,NurseRosteringRegular.,711,0,4,0,59,0,44,0,42,0
oscar-cp,oscar.cp.examples.hakank,ContiguityRegular.,288,0,2,0,24,0,16,0,15,0
oscar-cp,oscar.cp.examples.hakank,SendMoreMoney,41,0,0,0,0,0,13,0,13,0
oscar-cp,oscar.cp.examples.hakank,KenKen2.,910,0,4,0,57,0,25,0,23,0
oscar-cp,oscar.cp.examples.hakank,SendMostMoney,21,0,0,0,0,0,6,0,6,0
oscar-cp,oscar.cp.examples.hakank,BalesOfHay.,196,0,0,0,14,0,18,0,18,0
oscar-cp,oscar.cp.examples.hakank,NurseRosteringRegular2,88,0,0,0,0,0,28,0,28,0
oscar-cp,oscar.cp.examples.hakank,GolombRuler.,273,0,2,0,27,0,21,0,20,0
oscar-cp,oscar.cp.examples.hakank,PandigitalNumbers,62,0,0,0,0,0,17,0,17,0
oscar-cp,oscar.cp.examples.hakank,BreakingNews.,778,0,12,0,44,0,42,0,36,0
oscar-cp,oscar.cp.examples.hakank,MapColoring2.,319,0,0,0,29,0,24,0,24,0
oscar-cp,oscar.cp.examples.hakank,Minesweeper,55,0,0,0,0,0,16,0,16,0
oscar-cp,oscar.cp.examples.hakank,AllDifferentExcept0,29,0,0,0,0,0,9,0,9,0
oscar-cp,oscar.cp.examples.hakank,FiveFloors.,320,0,4,0,21,0,24,0,22,0
oscar-cp,oscar.cp.examples.hakank,SurvoPuzzle,59,0,0,0,0,0,17,0,17,0
oscar-cp,oscar.cp.examples.hakank,HidatoTable.,2038,0,2,0,64,0,28,0,27,0
oscar-cp,oscar.cp.examples.hakank,MapColoring3.,326,0,0,0,30,0,25,0,25,0
oscar-cp,oscar.cp.examples.hakank,ArchFriends.,594,0,8,0,37,0,38,0,34,0
oscar-cp,oscar.cp.examples.hakank,Crypta,56,0,0,0,0,0,18,0,18,0
oscar-cp,oscar.cp.examples.hakank,SetCoveringSkiena,39,0,0,0,0,0,12,0,12,0
oscar-cp,oscar.cp.examples.hakank,Zebra.,1050,0,0,0,65,0,40,0,40,0
oscar-cp,oscar.cp.examples.hakank,Zebra2,117,0,0,0,0,0,38,0,38,0
oscar-cp,oscar.cp.examples.hakank,Seseman.,315,0,2,0,22,0,19,0,18,0
oscar-cp,oscar.cp.examples.hakank,MaxFlowTaha,54,0,0,0,0,0,17,0,17,0
oscar-cp,oscar.cp.examples.hakank,YoungTableaux.,289,0,2,0,27,0,22,0,21,0
oscar-cp,oscar.cp.examples.hakank,NurseRosteringRegular,95,0,0,0,0,0,30,0,30,0
oscar-cp,oscar.cp.examples.hakank,SetCovering.,345,0,0,0,24,0,19,0,19,0
oscar-cp,oscar.cp.examples.hakank,SetPartition.,257,0,6,0,29,0,22,0,19,0
oscar-cp,oscar.cp.examples.hakank,MagicSequence.,179,0,2,0,12,0,17,0,16,0
oscar-cp,oscar.cp.examples.hakank,Grocery,37,0,0,0,0,0,11,0,11,0
oscar-cp,oscar.cp.examples.hakank,SendMostMoney2,8,0,0,0,0,0,2,0,2,0
oscar-cp,oscar.cp.examples.hakank,SendMoreMoney2,41,0,0,0,0,0,13,0,13,0
oscar-cp,oscar.cp.examples.hakank,SendMostMoney.,548,0,2,0,50,0,15,0,14,0
oscar-cp,oscar.cp.examples.hakank,CostasArray.,237,0,2,0,21,0,17,0,16,0
oscar-cp,oscar.cp.examples.hakank,SendMoreMoney.,372,0,0,0,23,0,20,0,20,0
oscar-cp,oscar.cp.examples.hakank,DivisibleBy9Through1,42,0,0,0,0,0,13,0,13,0
oscar-cp,oscar.cp.examples.hakank,Eq10,41,0,0,0,0,0,13,0,13,0
oscar-cp,oscar.cp.examples.hakank,Crypta.,888,0,4,0,27,0,28,0,26,0
oscar-cp,oscar.cp.examples.hakank,PMedian,51,0,0,0,0,0,16,0,16,0
oscar-cp,oscar.cp.examples.hakank,ClockTriplets.,284,0,0,0,25,0,15,0,15,0
oscar-cp,oscar.cp.examples.hakank,SetCovering2,36,0,0,0,0,0,11,0,11,0
oscar-cp,oscar.cp.examples.hakank,AlphameticGenerate.,474,0,14,0,60,0,25,0,18,0
oscar-cp,oscar.cp.examples.hakank,SetCovering4,42,0,0,0,0,0,13,0,13,0
oscar-cp,oscar.cp.examples.hakank,SetCovering3,36,0,0,0,0,0,11,0,11,0
oscar-cp,oscar.cp.examples.hakank,NontransitiveDice,75,0,0,0,0,0,23,0,23,0
oscar-cp,oscar.cp.examples.hakank,SafeCracking,54,0,0,0,0,0,17,0,17,0
oscar-cp,oscar.cp.examples.hakank,QuasigroupCompletion,41,0,0,0,0,0,12,0,12,0
oscar-cp,oscar.cp.examples.hakank,BusSchedule,29,0,0,0,0,0,9,0,9,0
oscar-cp,oscar.cp.examples.hakank,SecretSanta2,99,0,0,0,0,0,31,0,31,0
oscar-cp,oscar.cp.examples.hakank,MagicSquareAndCards,42,0,0,0,0,0,13,0,13,0
oscar-cp,oscar.cp.examples.hakank,SecretSanta.,240,0,2,0,19,0,19,0,18,0
oscar-cp,oscar.cp.examples.hakank,LeastDiff.,505,0,0,0,29,0,25,0,25,0
oscar-cp,oscar.cp.examples.hakank,TouristSiteCompetition,96,0,0,0,0,0,31,0,31,0
oscar-cp,oscar.cp.examples.hakank,BrokenWeights.,262,0,4,0,23,0,22,0,20,0
oscar-cp,oscar.cp.examples.hakank,CrossWord,122,0,0,0,0,0,40,0,40,0
oscar-cp,oscar.cp.examples.hakank,LeastDiff2,62,0,0,0,0,0,20,0,20,0
oscar-cp,oscar.cp.examples.hakank,SkiAssignment.,219,0,0,0,19,0,20,0,20,0
oscar-cp,oscar.cp.examples.hakank,SetCovering2.,314,0,0,0,29,0,19,0,19,0
oscar-cp,oscar.cp.examples.hakank,Crypto2.,865,0,8,0,35,0,46,0,42,0
oscar-cp,oscar.cp.examples.hakank,SecretSanta,33,0,0,0,0,0,10,0,10,0
oscar-cp,oscar.cp.examples.hakank,CircuitTest.,274,0,0,0,25,0,19,0,19,0
oscar-cp,oscar.cp.examples.hakank,Diet2,44,0,0,0,0,0,14,0,14,0
oscar-cp,oscar.cp.examples.hakank,Lectures.,301,0,0,0,29,0,19,0,19,0
oscar-cp,oscar.cp.examples.hakank,Diet.,317,0,0,0,22,0,21,0,21,0
oscar-cp,oscar.cp.examples.hakank,BalesOfHay,34,0,0,0,0,0,10,0,10,0
oscar-cp,oscar.cp.examples.hakank,SkiAssignment,39,0,0,0,0,0,12,0,12,0
oscar-cp,oscar.cp.examples.hakank,DeBruijn,50,0,0,0,0,0,15,0,15,0
oscar-cp,oscar.cp.examples.hakank,EinavPuzzle.,1424,0,0,0,58,0,28,0,28,0
oscar-cp,oscar.cp.examples.hakank,AppointmentSchedulingSet.,250,0,8,0,21,0,25,0,21,0
oscar-cp,oscar.cp.examples.hakank,CrossWord.,1140,0,0,0,56,0,49,0,49,0
oscar-cp,oscar.cp.examples.hakank,MapColoring,33,0,0,0,0,0,10,0,10,0
oscar-cp,oscar.cp.examples.hakank,MaxFlowTaha.,492,0,8,0,38,0,34,0,30,0
oscar-cp,oscar.cp.examples.hakank,AddedCorner,47,0,0,0,0,0,15,0,15,0
oscar-cp,oscar.cp.examples.hakank,PhotoProblem,44,0,0,0,0,0,13,0,13,0
oscar-cp,oscar.cp.examples.hakank,Exodus,102,0,0,0,0,0,32,0,32,0
oscar-cp,oscar.cp.examples.hakank,MrSmith,46,0,0,0,0,0,14,0,14,0
oscar-cp,oscar.cp.examples.hakank,Olympic.,403,0,4,0,22,0,29,0,27,0
oscar-cp,oscar.cp.examples.hakank,Rogo2.,846,0,2,0,73,0,52,0,51,0
oscar-cp,oscar.cp.examples.hakank,ABCEndview.,1714,0,14,0,155,0,24,0,17,0
oscar-cp,oscar.cp.examples.hakank,Crew.,1129,0,2,0,81,0,25,0,24,0
oscar-cp,oscar.cp.examples.hakank,Crew,51,0,0,0,0,0,16,0,16,0
oscar-cp,oscar.cp.examples.hakank,StableMarriageRandom,65,0,0,0,0,0,20,0,20,0
oscar-cp,oscar.cp.examples.hakank,FurnitureMoving,52,0,0,0,0,0,15,0,15,0
oscar-cp,oscar.cp.examples.hakank,SetCoveringDeployment,42,0,0,0,0,0,13,0,13,0
oscar-cp,oscar.cp.examples.hakank,SceneAllocation.,1100,0,12,0,57,0,53,0,47,0
oscar-cp,oscar.cp.examples.hakank,AppointmentSchedulingSet,42,0,0,0,0,0,13,0,13,0
oscar-cp,oscar.cp.examples.hakank,PandigitalNumbers.,416,0,4,0,39,0,27,0,25,0
oscar-cp,oscar.cp.examples.hakank,Sudoku,42,0,0,0,0,0,13,0,13,0
oscar-cp,oscar.cp.examples.hakank,SendMoreMoney2.,382,0,4,0,16,0,23,0,21,0
oscar-cp,oscar.cp.examples.hakank,Marathon,60,0,0,0,0,0,18,0,18,0
oscar-cp,oscar.cp.examples.hakank,Tomography.,705,0,2,0,34,0,28,0,27,0
oscar-cp,oscar.cp.examples.hakank,APuzzle,67,0,0,0,0,0,21,0,21,0
oscar-cp,oscar.cp.examples.hakank,FourIslands,86,0,0,0,0,0,28,0,28,0
oscar-cp,oscar.cp.examples.hakank,BowlsAndOranges,23,0,0,0,0,0,7,0,7,0
oscar-cp,oscar.cp.examples.hakank,MagicSquare.,361,0,4,0,24,0,20,0,18,0
oscar-cp,oscar.cp.examples.hakank,ARoundOfGolf.,736,0,8,0,44,0,37,0,33,0
oscar-cp,oscar.cp.examples.hakank,ToNum,41,0,0,0,0,0,12,0,12,0
oscar-cp,oscar.cp.examples.hakank,LeastDiff,56,0,0,0,0,0,18,0,18,0
oscar-cp,oscar.cp.examples.hakank,LeastDiff2.,464,0,4,0,22,0,30,0,28,0
oscar-cp,oscar.cp.examples.hakank,ToNum.,170,0,0,0,17,0,19,0,19,0
oscar-cp,oscar.cp.examples.hakank,KenKen2,45,0,0,0,0,0,13,0,13,0
oscar-cp,oscar.cp.examples.hakank,BowlsAndOranges.,142,0,0,0,10,0,15,0,15,0
oscar-cp,oscar.cp.examples.hakank,StableMarriageRandom.,335,0,6,0,38,0,32,0,29,0
oscar-cp,oscar.cp.examples.hakank,ArchFriends,80,0,0,0,0,0,24,0,24,0
oscar-cp,oscar.cp.examples.hakank,Hidato.,538,0,0,0,27,0,20,0,20,0
oscar-cp,oscar.cp.examples.hakank,FourIslands.,1201,0,16,0,62,0,46,0,38,0
oscar-cp,oscar.cp.examples.hakank,Langford.,241,0,4,0,18,0,21,0,19,0
oscar-cp,oscar.cp.examples.hakank,WordSquare.,298,0,6,0,31,0,27,0,24,0
oscar-cp,oscar.cp.examples.hakank,APuzzle.,1950,0,16,0,90,0,37,0,29,0
oscar-cp,oscar.cp.examples.hakank,PlaceNumberPuzzle.,594,0,0,0,48,0,18,0,18,0
oscar-cp,oscar.cp.examples.hakank,TrafficLights,48,0,0,0,0,0,15,0,15,0
oscar-cp,oscar.cp.examples.hakank,SendMoreMoneyAnyBase,70,0,0,0,0,0,22,0,22,0
oscar-cp,oscar.cp.examples.hakank,Hidato,40,0,0,0,0,0,12,0,12,0
oscar-cp,oscar.cp.examples.hakank,Kakuro.,1213,0,0,0,54,0,23,0,23,0
oscar-cp,oscar.cp.examples.hakank,MapColoring.,338,0,0,0,21,0,18,0,18,0
oscar-cp,oscar.cp.examples.hakank,StableMarriage.,1964,0,7,0,93,0,33,0,28,0
oscar-cp,oscar.cp.examples.hakank,EinavPuzzle,57,0,0,0,0,0,18,0,18,0
oscar-cp,oscar.cp.examples.hakank,MapColoring3,55,0,0,0,0,0,17,0,17,0
oscar-cp,oscar.cp.examples.hakank,SichermanDice.,272,0,0,0,22,0,23,0,23,0
oscar-cp,oscar.cp.examples.hakank,MapColoring2,52,0,0,0,0,0,16,0,16,0
oscar-cp,oscar.cp.examples.hakank,MyModulo.,320,0,0,0,35,0,21,0,21,0
oscar-cp,oscar.cp.examples.hakank,Exodus.,996,0,12,0,53,0,49,0,43,0
oscar-cp,oscar.cp.examples.hakank,MagicSquare,32,0,0,0,0,0,10,0,10,0
oscar-cp,oscar.cp.examples.hakank,JustForgotten,33,0,0,0,0,0,10,0,10,0
oscar-cp,oscar.cp.examples.hakank,AllDifferentExcept0.,211,0,2,0,17,0,18,0,17,0
oscar-cp,oscar.cp.examples.hakank,Olympic,63,0,0,0,0,0,19,0,19,0
oscar-cp,oscar.cp.examples.hakank,Coins3,26,0,0,0,0,0,8,0,8,0
oscar-cp,oscar.cp.examples.hakank,Xkcd.,171,0,0,0,15,0,18,0,18,0
oscar-cp,oscar.cp.examples.hakank,FiveFloors,46,0,0,0,0,0,14,0,14,0
oscar-cp,oscar.cp.examples.hakank,EinsteinPuzzle.,1180,0,20,0,49,0,59,0,49,0
oscar-cp,oscar.cp.examples.hakank,Langford,33,0,0,0,0,0,10,0,10,0
oscar-cp,oscar.cp.examples.hakank,SecretSanta2.,1163,0,2,0,73,0,41,0,40,0
oscar-cp,oscar.cp.examples.hakank,AllIntervals,29,0,0,0,0,0,9,0,9,0
oscar-cp,oscar.cp.examples.hakank,ARoundOfGolf,72,0,0,0,0,0,23,0,23,0
oscar-cp,oscar.cp.examples.hakank,SequenceSum.,186,0,0,0,19,0,19,0,19,0
oscar-cp,oscar.cp.examples.hakank,Strimko.,620,0,0,0,34,0,20,0,20,0
oscar-cp,oscar.cp.examples.hakank,OrganizeDay.,437,0,4,0,27,0,31,0,29,0
oscar-cp,oscar.cp.examples.hakank,CalculsDEnfer,115,0,0,0,0,0,37,0,37,0
oscar-cp,oscar.cp.examples.hakank,Seseman,33,0,0,0,0,0,10,0,10,0
oscar-cp,oscar.cp.examples.hakank,AddedCorner.,362,0,4,0,18,0,25,0,23,0
oscar-cp,oscar.cp.examples.hakank,BrokenWeights,37,0,0,0,0,0,11,0,11,0
oscar-cp,oscar.cp.examples.hakank,HidatoTable,54,0,0,0,0,0,17,0,17,0
oscar-cp,oscar.cp.examples.hakank,CalvinPuzzleTable,42,0,0,0,0,0,13,0,13,0
oscar-cp,oscar.cp.examples.hakank,SendMostMoney2.,379,0,4,0,38,0,7,0,5,0
oscar-cp,oscar.cp.examples.hakank,CuriousSetOfIntegers.,318,0,0,0,23,0,18,0,18,0
oscar-cp,oscar.cp.examples.hakank,CuriousSetOfIntegers,34,0,0,0,0,0,10,0,10,0
oscar-cp,oscar.cp.examples.hakank,EinsteinPuzzle,110,0,0,0,0,0,36,0,36,0
oscar-cp,oscar.cp.examples.hakank,Alphametic,52,0,0,0,0,0,12,0,12,0
oscar-cp,oscar.cp.examples.hakank,Kakuro,45,0,0,0,0,0,13,0,13,0
oscar-cp,oscar.cp.examples.hakank,OrganizeDay,67,0,0,0,0,0,20,0,20,0
oscar-cp,oscar.cp.examples.hakank,WhoKilledAgatha.,344,0,0,0,33,0,27,0,27,0
oscar-cp,oscar.cp.examples.hakank,PMedian.,359,0,0,0,31,0,25,0,25,0
oscar-cp,oscar.cp.examples.hakank,Futoshiki.,920,0,8,0,58,0,33,0,29,0
oscar-cp,oscar.cp.examples.hakank,WordSquare,54,0,0,0,0,0,16,0,16,0
oscar-cp,oscar.cp.examples.hakank,BusSchedule.,216,0,0,0,19,0,17,0,17,0
oscar-cp,oscar.cp.examples.hakank,CoinsGrid,26,0,0,0,0,0,8,0,8,0
oscar-cp,oscar.cp.examples.hakank,Diet,41,0,0,0,0,0,13,0,13,0
oscar-cp,oscar.cp.examples.hakank,Zebra2.,1061,0,20,0,46,0,60,0,50,0
oscar-cp,oscar.cp.examples.hakank,CoveringOpl,39,0,0,0,0,0,12,0,12,0
oscar-cp,oscar.cp.examples.hakank,SetCoveringDeployment.,579,0,0,0,40,0,22,0,22,0
oscar-cp,oscar.cp.examples.hakank,Rogo2,130,0,0,0,0,0,39,0,39,0
oscar-cp,oscar.cp.examples.hakank,ChooChooTrain,44,0,0,0,0,0,14,0,14,0
oscar-cp,oscar.cp.examples.hakank,CalculsDEnfer.,1007,0,8,0,36,0,49,0,45,0
oscar-cp,oscar.cp.examples.hakank,MaxFlowWinston1,51,0,0,0,0,0,16,0,16,0
oscar-cp,oscar.cp.examples.hakank,SequenceSum,39,0,0,0,0,0,11,0,11,0
oscar-cp,oscar.cp.examples.hakank,ABCEndview.Problem.new Object() {...},99,0,0,0,20,0,12,0,12,0
oscar-cp,oscar.cp.examples.hakank,Assignment.,320,0,0,0,26,0,24,0,24,0
oscar-cp,oscar.cp.examples.hakank,SichermanDice,45,0,0,0,0,0,14,0,14,0
oscar-cp,oscar.cp.examples.hakank,SetCovering,36,0,0,0,0,0,11,0,11,0
oscar-cp,oscar.cp.examples.hakank,AlphameticGenerate,46,0,0,0,0,0,11,0,11,0
oscar-cp,oscar.cp.examples.hakank,JustForgotten.,355,0,0,0,22,0,18,0,18,0
oscar-cp,oscar.cp.examples.hakank,TrafficLights.,349,0,0,0,27,0,24,0,24,0
oscar-cp,oscar.cp.examples.hakank,FillAPix,46,0,0,0,0,0,14,0,14,0
oscar-cp,oscar.cp.examples.hakank,NontransitiveDice.,481,0,6,0,49,0,40,0,37,0
oscar-cp,oscar.cp.examples.hakank,SafeCracking.,373,0,4,0,19,0,27,0,25,0
oscar-cp,oscar.cp.examples.hakank,PostOfficeProblem,39,0,0,0,0,0,12,0,12,0
oscar-cp,oscar.cp.examples.hakank,AllIntervals.,259,0,4,0,19,0,20,0,18,0
oscar-cp,oscar.cp.examples.hakank,Diet2.,293,0,0,0,20,0,22,0,22,0
oscar-cp,oscar.cp.examples.hakank,FurnitureMoving.,401,0,4,0,36,0,30,0,28,0
oscar-cp,oscar.cp.examples.hakank,WhoKilledAgatha,57,0,0,0,0,0,18,0,18,0
oscar-cp,oscar.cp.examples.hakank,SurvoPuzzle.,522,0,4,0,36,0,28,0,26,0
oscar-cp,oscar.cp.examples.hakank,KillerSudoku,51,0,0,0,0,0,15,0,15,0
oscar-cp,oscar.cp.examples.hakank,MagicSquareAndCards.,344,0,2,0,28,0,24,0,23,0
oscar-cp,oscar.cp.examples.hakank,TouristSiteCompetition.,594,0,8,0,32,0,44,0,40,0
oscar-cp,oscar.cp.examples.hakank,Grocery.,206,0,0,0,21,0,20,0,20,0
oscar-cp,oscar.cp.examples.hakank,ABCEndview,4,0,0,0,0,0,1,0,1,0
oscar-cp,oscar.cp.examples.hakank,Assignment,52,0,0,0,0,0,15,0,15,0
oscar-cp,oscar.cp.examples.hakank,PlaceNumberPuzzle,33,0,0,0,0,0,10,0,10,0
oscar-cp,oscar.cp.examples.hakank,SchedulingSpeakers,33,0,0,0,0,0,10,0,10,0
oscar-cp,oscar.cp.examples.hakank,SetPartition,36,0,0,0,0,0,11,0,11,0
oscar-cp,oscar.cp.examples.hakank,MaxFlowWinston1.,444,0,4,0,38,0,32,0,30,0
oscar-cp,oscar.cp.examples.hakank,Sudoku2.,823,0,8,0,46,0,34,0,30,0
oscar-cp,oscar.cp.examples.hakank,PhotoProblem.,588,0,0,0,44,0,22,0,22,0
oscar-cp,oscar.cp.examples.hakank,CircuitTest,32,0,0,0,0,0,9,0,9,0
oscar-cp,oscar.cp.examples.hakank,KillerSudoku.,1150,0,0,0,54,0,24,0,24,0
oscar-cp,oscar.cp.examples.hakank,Assignment.CPIntVarMatrix,29,0,0,0,3,0,4,0,4,0
oscar-cp,oscar.cp.examples.hakank,SchedulingSpeakers.,248,0,0,0,22,0,17,0,17,0
oscar-cp,oscar.cp.examples.hakank,Alphametic.,480,0,23,0,59,0,31,0,18,0
oscar-cp,oscar.cp.examples.hakank,Fancy.,511,0,8,0,23,0,32,0,28,0
oscar-cp,oscar.cp.examples.hakank,Strimko,36,0,0,0,0,0,11,0,11,0
oscar-cp,oscar.cp.examples.hakank,Tomography,60,0,0,0,0,0,19,0,19,0
oscar-cp,oscar.cp.examples.hakank,Fancy,59,0,0,0,0,0,19,0,19,0
oscar-cp,oscar.cp.examples,BACP.,341,0,0,0,27,0,33,0,33,0
oscar-cp,oscar.cp.examples,Steel,75,0,0,0,0,0,24,0,24,0
oscar-cp,oscar.cp.examples,DivisibleBy9Through1.,223,0,0,0,14,0,19,0,19,0
oscar-cp,oscar.cp.examples,ATSP.,362,0,4,0,21,0,27,0,25,0
oscar-cp,oscar.cp.examples,PatientTransportationProblem,137,0,0,0,0,0,45,0,45,0
oscar-cp,oscar.cp.examples,CookieMonster.,274,0,0,0,20,0,22,0,22,0
oscar-cp,oscar.cp.examples,LongestPath,73,0,0,0,0,0,23,0,23,0
oscar-cp,oscar.cp.examples,PMedian.,347,0,0,0,30,0,33,0,33,0
oscar-cp,oscar.cp.examples,Dudeney.,192,0,0,0,12,0,16,0,16,0
oscar-cp,oscar.cp.examples,ParcelShipment,51,0,0,0,0,0,16,0,16,0
oscar-cp,oscar.cp.examples,PArea.,338,0,0,0,28,0,32,0,32,0
oscar-cp,oscar.cp.examples,DiagramExample,20,0,0,0,0,0,6,0,6,0
oscar-cp,oscar.cp.examples,ATSP,39,0,0,0,0,0,12,0,12,0
oscar-cp,oscar.cp.examples,CookieMonster,39,0,0,0,0,0,12,0,12,0
oscar-cp,oscar.cp.examples,ExampleTable,38,0,0,0,0,0,12,0,12,0
oscar-cp,oscar.cp.examples,QuadraticAssignment.,258,0,4,0,21,0,26,0,24,0
oscar-cp,oscar.cp.examples,DiagramExample.,246,0,0,0,13,0,14,0,14,0
oscar-cp,oscar.cp.examples,MurderMystery.,636,0,8,0,27,0,33,0,29,0
oscar-cp,oscar.cp.examples,StableMariage.,453,0,0,0,29,0,21,0,21,0
oscar-cp,oscar.cp.examples,MagicSequence.,155,0,2,0,13,0,16,0,15,0
oscar-cp,oscar.cp.examples,StableMariage,38,0,0,0,0,0,12,0,12,0
oscar-cp,oscar.cp.examples,TabNotEqual,224,0,14,0,16,0,17,0,10,0
oscar-cp,oscar.cp.examples,Hexiom,78,0,0,0,0,0,24,0,24,0
oscar-cp,oscar.cp.examples,ConnectedGraph.,1214,0,8,0,33,0,26,0,22,0
oscar-cp,oscar.cp.examples,Cubes,39,0,0,0,0,0,12,0,12,0
oscar-cp,oscar.cp.examples,ElectricityMarket.Order,78,0,4,0,9,0,12,0,10,0
oscar-cp,oscar.cp.examples,SportScheduling.,297,0,2,0,38,0,30,0,29,0
oscar-cp,oscar.cp.examples,ProductMatrixTSP,14,0,0,0,0,0,4,0,4,0
oscar-cp,oscar.cp.examples,ProductMatrixTSP.,485,0,4,0,38,0,21,0,19,0
oscar-cp,oscar.cp.examples,GardnerSumSquare.,524,0,0,0,31,0,25,0,25,0
oscar-cp,oscar.cp.examples,PMedian,72,0,0,0,0,0,23,0,23,0
oscar-cp,oscar.cp.examples,Steel.,549,0,10,0,48,0,43,0,38,0
oscar-cp,oscar.cp.examples,QuadraticAssignment,47,0,0,0,0,0,14,0,14,0
oscar-cp,oscar.cp.examples,VRPTWParser.,362,0,8,0,56,0,9,0,5,0
oscar-cp,oscar.cp.examples,ResourceAssignment,44,0,0,0,0,0,14,0,14,0
oscar-cp,oscar.cp.examples,Binero,44,0,0,0,0,0,14,0,14,0
oscar-cp,oscar.cp.examples,ConnectedGraphConstraint2,108,0,0,0,7,0,9,0,9,0
oscar-cp,oscar.cp.examples,PrimeLooking.,178,0,0,0,11,0,15,0,15,0
oscar-cp,oscar.cp.examples,Eternity,56,0,0,0,0,0,18,0,18,0
oscar-cp,oscar.cp.examples,KnightTour.,236,0,0,0,19,0,17,0,17,0
oscar-cp,oscar.cp.examples,VRPTW,92,0,0,0,0,0,30,0,30,0
oscar-cp,oscar.cp.examples,ParcelShipment.,821,0,4,0,43,0,27,0,25,0
oscar-cp,oscar.cp.examples,BACP.ValueHeuristicLearner,63,0,2,0,8,0,5,0,4,0
oscar-cp,oscar.cp.examples,RCPSP,50,0,0,0,0,0,16,0,16,0
oscar-cp,oscar.cp.examples,GuessTheNumber,20,0,0,0,0,0,6,0,6,0
oscar-cp,oscar.cp.examples,MurderMystery,59,0,0,0,0,0,19,0,19,0
oscar-cp,oscar.cp.examples,Cubes.,238,0,4,0,20,0,23,0,21,0
oscar-cp,oscar.cp.examples,GuessTheNumber.,125,0,0,0,9,0,13,0,13,0
oscar-cp,oscar.cp.examples,AudreyProblem.,253,0,10,0,12,0,19,0,14,0
oscar-cp,oscar.cp.examples,Queens.,165,0,0,0,12,0,18,0,18,0
oscar-cp,oscar.cp.examples,SportScheduling,64,0,0,0,0,0,20,0,20,0
oscar-cp,oscar.cp.examples,Euler.,192,0,0,0,13,0,14,0,14,0
oscar-cp,oscar.cp.examples,VRPTWParser,8,0,0,0,0,0,2,0,2,0
oscar-cp,oscar.cp.examples,LostAtSeaCircuit.,610,0,2,0,28,0,23,0,22,0
oscar-cp,oscar.cp.examples,Queens,32,0,0,0,0,0,10,0,10,0
oscar-cp,oscar.cp.examples,MLA.,390,0,10,0,32,0,21,0,16,0
oscar-cp,oscar.cp.examples,QuadraticAssignmentLNS,54,0,0,0,0,0,16,0,16,0
oscar-cp,oscar.cp.examples,Hexiom.,564,0,10,0,35,0,43,0,38,0
oscar-cp,oscar.cp.examples,PrimeLooking,29,0,0,0,0,0,9,0,9,0
oscar-cp,oscar.cp.examples,MagicSequence,23,0,0,0,0,0,7,0,7,0
oscar-cp,oscar.cp.examples,MagicModuloNumber,20,0,0,0,0,0,6,0,6,0
oscar-cp,oscar.cp.examples,LargeScaleGreedyCumulative,53,0,0,0,0,0,17,0,17,0
oscar-cp,oscar.cp.examples,Nurses.,643,0,14,0,57,0,41,0,34,0
oscar-cp,oscar.cp.examples,EuroDecisionChistmas,35,0,0,0,0,0,11,0,11,0
oscar-cp,oscar.cp.examples,AudreyProblem,21,0,0,0,0,0,6,0,6,0
oscar-cp,oscar.cp.examples,Rack.ModelType.,40,0,0,0,1,0,7,0,7,0
oscar-cp,oscar.cp.examples,RCPSP.,347,0,0,0,23,0,23,0,23,0
oscar-cp,oscar.cp.examples,MLA,4,0,0,0,0,0,1,0,1,0
oscar-cp,oscar.cp.examples,GardnerSumSquare,56,0,0,0,0,0,18,0,18,0
oscar-cp,oscar.cp.examples,GardnerTwoPlusTwo,38,0,0,0,0,0,12,0,12,0
oscar-cp,oscar.cp.examples,Rack,68,0,0,0,0,0,22,0,22,0
oscar-cp,oscar.cp.examples,ResourceAssignment.,529,0,0,0,21,0,23,0,23,0
oscar-cp,oscar.cp.examples,QueensReplay.,147,0,0,0,19,0,8,0,8,0
oscar-cp,oscar.cp.examples,LongestPath.,312,0,0,0,27,0,31,0,31,0
oscar-cp,oscar.cp.examples,Domino.,599,0,14,0,30,0,35,0,28,0
oscar-cp,oscar.cp.examples,Debug,34,0,0,0,0,0,10,0,10,0
oscar-cp,oscar.cp.examples,Nurses,4,0,0,0,0,0,1,0,1,0
oscar-cp,oscar.cp.examples,VRPTW.,459,0,0,0,45,0,41,0,41,0
oscar-cp,oscar.cp.examples,MagicModuloNumber.,105,0,0,0,7,0,13,0,13,0
oscar-cp,oscar.cp.examples,PArea,60,0,0,0,0,0,19,0,19,0
oscar-cp,oscar.cp.examples,FreqAssignment.,2892,0,0,0,41,0,17,0,17,0
oscar-cp,oscar.cp.examples,DivisibleBy9Through1,29,0,0,0,0,0,9,0,9,0
oscar-cp,oscar.cp.examples,MagicNumber,32,0,0,0,0,0,10,0,10,0
